From,To,Strength
nm4382111,nm4383048,1
nm4382111,nm4383478,1
nm4382111,nm1957822,1
nm4382111,nm4373557,1
nm4382111,nm2725257,1
nm4383048,nm4383478,1
nm3595344,nm0675521,1
nm0417314,nm4038059,1
nm0470320,nm2041861,1
nm0470320,nm0544801,1
nm0470320,nm13484578,1
nm2041861,nm0544801,1
nm2041861,nm13484578,1
nm0544801,nm13484578,1
nm10193929,nm10011528,1
nm10193929,nm10193928,1
nm10193929,nm10193930,1
nm10011528,nm10193928,1
nm10011528,nm10193930,1
nm10193928,nm10193930,1
nm2554052,nm0252238,1
nm2554052,nm0001365,1
nm0252238,nm0001365,1
nm0252238,nm0336171,1
nm0252238,nm4563896,1
nm0252238,nm9722439,1
nm13487353,nm13487215,1
nm13487353,nm13487237,1
nm13487353,nm13487361,1
nm13487215,nm13487237,1
nm13487215,nm13487361,1
nm13487237,nm13487361,1
nm13095872,nm2959624,1
nm2959624,nm3168813,1
nm2959624,nm9211551,1
nm2959624,nm7910915,1
nm2959624,nm3822788,1
nm2959624,nm6451984,1
nm7407941,nm13487984,1
nm1728959,nm1670886,1
nm1728959,nm0178757,1
nm1670886,nm0178757,1
nm0178757,nm0518715,1
nm0178757,nm0001108,1
nm0178757,nm0001418,1
nm3270229,nm3509272,1
nm3270229,nm3524832,1
nm3270229,nm1987148,1
nm3509272,nm3524832,1
nm3509272,nm1987148,1
nm3524832,nm1987148,1
nm13034884,nm14321984,1
nm13034884,nm9437778,1
nm13034884,nm13497982,1
nm13034884,nm9894501,1
nm14321984,nm9437778,1
nm14321984,nm13497982,1
nm14321984,nm9894501,1
nm9437778,nm13497982,1
nm9437778,nm9894501,1
nm13497982,nm9894501,1
nm4435356,nm1723225,1
nm4435356,nm4516096,1
nm1723225,nm4516096,1
nm1723225,nm2517742,1
nm1723225,nm1238336,1
nm3345922,nm4406302,1
nm3345922,nm3875632,1
nm3345922,nm3040171,1
nm4406302,nm3875632,1
nm4406302,nm3040171,1
nm3875632,nm3040171,1
nm0544465,nm0836729,1
nm0544465,nm0871219,1
nm0544465,nm4096798,1
nm0836729,nm0871219,1
nm0836729,nm4096798,1
nm0871219,nm4096798,1
nm4410856,nm1018245,1
nm1018245,nm4739989,1
nm1018245,nm3424698,1
nm1018245,nm4858445,1
nm1018245,nm6378236,1
nm4819263,nm1033932,1
nm3217731,nm4729449,1
nm3217731,nm4522692,1
nm4729449,nm4522692,1
nm3892419,nm4493008,1
nm3892419,nm0154899,1
nm4493008,nm0154899,1
nm0154899,nm7814011,1
nm0154899,nm1123840,1
nm4959053,nm4959077,1
nm4959053,nm4959522,1
nm4959053,nm4959840,1
nm4959077,nm4959522,1
nm4959077,nm4959840,1
nm4959522,nm4959840,1
nm4598003,nm13498767,1
nm4598003,nm7764628,1
nm13498767,nm7764628,1
nm12447790,nm7341527,1
nm4825178,nm0942858,1
nm4825178,nm0839146,1
nm4825178,nm0000211,1
nm0942858,nm0839146,1
nm0839146,nm4649116,1
nm0839146,nm10056998,1
nm0839146,nm0185794,1
nm3765238,nm13350012,1
nm12206518,nm11075112,1
nm13573245,nm13567712,1
nm13573245,nm13543878,1
nm13573245,nm4870751,1
nm13567712,nm13543878,1
nm13567712,nm4870751,1
nm13543878,nm4870751,1
nm10344340,nm9147213,1
nm10344340,nm6526701,1
nm10344340,nm1649960,1
nm10344340,nm11474797,1
nm10344340,nm10344338,1
nm10344340,nm10344339,1
nm10344340,nm10344341,1
nm9147213,nm6526701,1
nm9147213,nm1649960,1
nm9147213,nm11474797,1
nm6526701,nm1649960,1
nm6526701,nm11474797,1
nm6526701,nm1168571,1
nm6526701,nm13283353,1
nm6526701,nm14087104,1
nm6526701,nm7494011,1
nm6526701,nm14087105,1
nm1649960,nm11474797,1
nm0944578,nm9439995,1
nm12703675,nm12703677,1
nm7315090,nm13506201,1
nm11784756,nm11543183,1
nm11784756,nm13507970,1
nm11784756,nm11534740,1
nm11784756,nm9438127,1
nm11543183,nm13507970,1
nm11543183,nm11534740,1
nm11543183,nm9438127,1
nm13507970,nm11534740,1
nm13507970,nm9438127,1
nm11534740,nm9438127,1
nm4421570,nm0491777,1
nm7186101,nm13509926,1
nm7186101,nm2428838,1
nm7186101,nm8475903,1
nm13509926,nm2428838,1
nm13509926,nm8475903,1
nm2428838,nm8475903,1
nm11190419,nm13510957,1
nm11190419,nm13510958,1
nm11190419,nm13510959,1
nm13510957,nm13510958,1
nm13510957,nm13510959,1
nm13510958,nm13510959,1
nm2950601,nm0194305,1
nm2950601,nm0764671,1
nm2950601,nm3740794,1
nm2950601,nm0439878,1
nm0194305,nm0764671,1
nm13511606,nm13511607,1
nm13511606,nm13511608,1
nm13511606,nm13511609,1
nm13511607,nm13511608,1
nm13511607,nm13511609,1
nm13511608,nm13511609,1
nm8390430,nm7435948,1
nm8390430,nm9845094,1
nm8390430,nm13513021,1
nm7435948,nm9845094,1
nm7435948,nm13513021,1
nm7435948,nm8614458,1
nm7435948,nm8614459,1
nm9845094,nm13513021,1
nm9061359,nm13339649,1
nm1596318,nm1081121,1
nm1596318,nm1950753,1
nm1596318,nm0628063,1
nm1081121,nm1950753,1
nm1081121,nm0628063,1
nm1950753,nm0628063,1
nm1146705,nm1228805,1
nm1146705,nm1902766,1
nm1228805,nm1902766,1
nm1228805,nm2660163,1
nm4425740,nm4425316,1
nm4425740,nm3206301,1
nm4425740,nm1767287,1
nm4425316,nm3206301,1
nm4425316,nm1767287,1
nm3206301,nm1767287,1
nm0119992,nm4524832,1
nm8707944,nm7898625,1
nm8707944,nm12589555,1
nm8707944,nm8113658,1
nm8707944,nm7326532,1
nm8707944,nm8105177,1
nm8707944,nm10077838,1
nm8707944,nm5067152,1
nm8707944,nm7809683,1
nm7898625,nm12589555,1
nm7898625,nm8113658,1
nm7898625,nm7326532,1
nm7898625,nm8105177,1
nm7898625,nm10077838,1
nm7898625,nm5067152,1
nm7898625,nm7809683,1
nm12589555,nm8113658,1
nm12589555,nm7326532,1
nm12589555,nm8105177,1
nm12589555,nm10077838,1
nm12589555,nm5067152,1
nm12589555,nm7809683,1
nm8113658,nm7326532,1
nm8113658,nm8105177,1
nm8113658,nm10077838,1
nm8113658,nm5067152,1
nm8113658,nm7809683,1
nm7326532,nm8105177,1
nm7326532,nm10077838,1
nm7326532,nm5067152,1
nm7326532,nm7809683,1
nm8105177,nm10077838,1
nm8105177,nm5067152,1
nm8105177,nm7809683,1
nm10077838,nm5067152,1
nm10077838,nm7809683,1
nm5067152,nm7809683,1
nm4615610,nm3979341,1
nm4615610,nm0351270,1
nm4615610,nm13281579,1
nm4615610,nm10771046,1
nm4615610,nm1047889,1
nm3979341,nm0351270,1
nm3979341,nm10771046,1
nm3979341,nm12763048,1
nm3979341,nm8999126,1
nm2966645,nm13281579,2
nm2966645,nm13277317,1
nm2966645,nm5121418,1
nm2966645,nm13622491,1
nm2966645,nm0499203,1
nm2966645,nm5446508,1
nm2966645,nm13207968,1
nm2966645,nm13854026,1
nm2966645,nm12159786,1
nm2966645,nm8580941,1
nm2966645,nm1667489,1
nm13281579,nm13277317,1
nm13281579,nm5121418,1
nm13281579,nm10771046,1
nm13281579,nm9299062,1
nm13281579,nm3366972,1
nm13281579,nm1047889,1
nm13281579,nm14433925,1
nm13281579,nm10042702,1
nm13277317,nm5121418,1
nm13277317,nm5160712,1
nm13277317,nm13184921,1
nm13277317,nm8975520,1
nm13277317,nm13921017,1
nm13277317,nm13732220,1
nm13515943,nm13515944,1
nm13515943,nm3682633,1
nm13515944,nm3682633,1
nm3682633,nm4248233,1
nm3827087,nm1030523,1
nm3827087,nm1856097,1
nm3827087,nm1494129,1
nm1030523,nm1856097,1
nm1030523,nm1494129,1
nm1030523,nm1593460,1
nm1030523,nm2634830,1
nm1030523,nm9420714,1
nm1030523,nm11240552,1
nm1030523,nm11169688,1
nm1856097,nm1494129,1
nm1856097,nm1118612,1
nm1856097,nm2024084,1
nm1856097,nm4735633,1
nm1856097,nm1310525,1
nm1856097,nm1046846,1
nm1856097,nm1759395,1
nm1856097,nm0453705,1
nm1856097,nm0453373,1
nm1333962,nm0369935,1
nm1333962,nm2738467,1
nm1333962,nm2959847,1
nm0369935,nm2738467,1
nm0369935,nm2959847,1
nm2738467,nm2959847,1
nm2738467,nm3172377,1
nm2738467,nm5060124,1
nm2738467,nm1072611,1
nm13518790,nm13518791,1
nm13518790,nm13518792,1
nm13518790,nm12288378,1
nm13518791,nm13518792,1
nm13518791,nm12288378,1
nm13518792,nm12288378,1
nm4428422,nm4473016,1
nm4428422,nm4473026,1
nm4428422,nm4474558,1
nm4428422,nm4285133,1
nm4428422,nm6470537,1
nm4473016,nm4473026,1
nm4473016,nm4474558,1
nm4473026,nm4474558,1
nm2362713,nm2084963,1
nm2362713,nm0044430,1
nm2362713,nm0947490,1
nm2084963,nm0044430,1
nm2084963,nm0947490,1
nm2084963,nm7785329,1
nm2084963,nm7931395,1
nm2084963,nm11073859,1
nm0044430,nm0947490,1
nm0044430,nm5467533,1
nm2065398,nm0004820,1
nm0004820,nm0004793,1
nm0004820,nm0211726,1
nm0569891,nm1844237,1
nm0569891,nm0971017,1
nm0569891,nm0970447,1
nm1844237,nm0971017,1
nm1844237,nm0970447,1
nm0971017,nm0970447,1
nm9451444,nm7487579,1
nm9451444,nm0646041,1
nm7487579,nm0646041,1
nm0088298,nm2453033,1
nm0088298,nm3928595,1
nm0088298,nm2228168,1
nm2381142,nm2956456,1
nm2381142,nm0871845,1
nm2381142,nm2188842,1
nm2956456,nm0871845,1
nm2956456,nm2188842,1
nm0871845,nm2188842,1
nm1601397,nm1870434,1
nm1601397,nm2045884,1
nm12503448,nm9588820,1
nm12503448,nm6840278,1
nm12503448,nm13525429,1
nm9588820,nm6840278,1
nm9588820,nm13525429,1
nm6840278,nm13525429,1
nm6840278,nm5471587,1
nm6840278,nm7457612,1
nm6840278,nm3945709,1
nm6840278,nm13735288,1
nm6840278,nm1036287,1
nm0707983,nm3819588,1
nm4522359,nm2336665,1
nm4522359,nm0149639,1
nm4522359,nm1976541,1
nm4522359,nm2034758,1
nm4522359,nm4130229,1
nm4522359,nm2064644,1
nm2336665,nm0149639,1
nm2336665,nm1976541,1
nm2336665,nm2034758,1
nm2336665,nm4130229,1
nm2336665,nm2064644,1
nm0149639,nm1976541,1
nm0149639,nm2034758,1
nm0149639,nm4130229,1
nm0149639,nm2064644,1
nm1976541,nm2034758,1
nm1976541,nm4130229,1
nm1976541,nm2064644,1
nm2034758,nm4130229,1
nm2034758,nm2064644,1
nm4130229,nm2064644,1
nm7567974,nm5361962,1
nm4447323,nm4447124,1
nm4447323,nm3881895,1
nm4447124,nm3881895,1
nm3881895,nm2117833,1
nm4457938,nm14291803,1
nm4457938,nm4457942,1
nm4457938,nm7711938,1
nm14291803,nm4457942,1
nm14291803,nm7711938,1
nm4457942,nm7711938,1
nm3187851,nm4338487,1
nm3187851,nm2711287,1
nm3187851,nm3057024,1
nm3187851,nm1894661,1
nm3187851,nm4995293,1
nm3187851,nm4958033,1
nm4338487,nm2711287,1
nm4338487,nm3057024,1
nm4338487,nm0409430,1
nm4338487,nm1520977,1
nm4338487,nm0859238,1
nm2711287,nm3057024,1
nm0066455,nm0416077,1
nm0416077,nm3767035,1
nm3229685,nm2993517,1
nm5787342,nm5787486,1
nm1319365,nm0072556,1
nm1319365,nm8247612,1
nm1319365,nm8247613,1
nm0584951,nm3182094,1
nm1628115,nm0000669,1
nm2732125,nm4307956,1
nm1411610,nm1332421,1
nm1411610,nm0002181,1
nm1411610,nm2015004,1
nm0764527,nm3003862,1
nm9687790,nm0793784,1
nm9687790,nm13530357,1
nm9687790,nm7947865,1
nm0793784,nm13530357,1
nm0793784,nm7947865,1
nm0793784,nm1030267,1
nm0793784,nm9778778,1
nm0793784,nm6019624,1
nm0793784,nm1371115,1
nm13530357,nm7947865,1
nm13531107,nm12133534,1
nm4449831,nm10837038,1
nm13533653,nm13533632,1
nm13533653,nm13533633,1
nm13533653,nm13533634,1
nm13533632,nm13533633,1
nm13533632,nm13533634,1
nm13533633,nm13533634,1
nm13677051,nm13707607,1
nm13677051,nm12254129,1
nm13677051,nm7912375,1
nm13677051,nm13368627,1
nm13677051,nm13677068,1
nm13677051,nm13707598,1
nm13677051,nm13677048,1
nm13677051,nm12405511,1
nm13677051,nm13677084,1
nm13707607,nm12254129,1
nm13707607,nm7912375,1
nm13707607,nm13368627,1
nm13707607,nm13677068,1
nm13707607,nm13707598,1
nm13707607,nm13677048,1
nm13707607,nm12405511,1
nm13707607,nm13677084,1
nm12254129,nm7912375,1
nm12254129,nm13368627,1
nm12254129,nm13677068,1
nm12254129,nm13707598,1
nm12254129,nm13677048,1
nm12254129,nm12405511,1
nm12254129,nm13677084,1
nm7912375,nm13368627,1
nm7912375,nm13677068,1
nm7912375,nm13707598,1
nm7912375,nm13677048,1
nm7912375,nm12405511,1
nm7912375,nm13677084,1
nm13368627,nm13677068,1
nm13368627,nm13707598,1
nm13368627,nm13677048,1
nm13368627,nm12405511,1
nm13368627,nm13677084,1
nm13677068,nm13707598,1
nm13677068,nm13677048,1
nm13677068,nm12405511,1
nm13677068,nm13677084,1
nm13707598,nm13677048,1
nm13707598,nm12405511,1
nm13707598,nm13677084,1
nm13677048,nm12405511,1
nm13677048,nm13677084,1
nm12405511,nm13677084,1
nm4452669,nm0546236,1
nm10752448,nm14645830,1
nm10752448,nm10792110,1
nm10752448,nm14645839,1
nm14645830,nm10792110,1
nm14645830,nm14645839,1
nm10792110,nm14645839,1
nm3283923,nm3194282,1
nm3283923,nm14525687,1
nm3283923,nm9860591,1
nm3283923,nm13968802,1
nm3283923,nm7665285,1
nm3283923,nm12165857,1
nm3283923,nm7362994,1
nm3283923,nm4427212,1
nm3283923,nm1019748,1
nm3283923,nm5104432,1
nm3283923,nm9372885,1
nm3283923,nm8092862,1
nm3194282,nm5056109,1
nm3194282,nm13870415,1
nm4878976,nm1640326,1
nm4457593,nm4456588,1
nm4457593,nm4457372,1
nm4457593,nm13992940,1
nm4457593,nm3541847,1
nm4457593,nm5382136,1
nm4457593,nm4646761,1
nm4457593,nm12805598,1
nm4457593,nm13227876,1
nm4457593,nm11326193,1
nm4457593,nm11054768,1
nm4457593,nm4694372,1
nm4457593,nm4457349,1
nm4457593,nm4923289,1
nm4457593,nm7854135,1
nm4456588,nm4457372,1
nm4456588,nm3913843,1
nm4456588,nm7943028,1
nm4456588,nm0593957,1
nm13535814,nm8435180,1
nm13535814,nm12020943,1
nm13535814,nm13888193,1
nm13535814,nm3708961,1
nm13535814,nm13535815,1
nm8435180,nm12020943,1
nm8435180,nm13888193,1
nm8435180,nm3708961,1
nm8435180,nm13535815,1
nm12020943,nm13888193,1
nm12020943,nm3708961,1
nm12020943,nm13535815,1
nm13888193,nm3708961,1
nm13888193,nm13535815,1
nm3708961,nm13535815,1
nm2426012,nm3474295,1
nm3474295,nm6938502,1
nm3474295,nm7181900,1
nm1285082,nm3095723,1
nm0579489,nm4461178,1
nm0579489,nm1767717,1
nm0579489,nm0129865,1
nm0579489,nm2567388,1
nm0579489,nm1465666,1
nm4461178,nm1767717,1
nm4461178,nm0129865,1
nm4461178,nm2567388,1
nm4461178,nm1465666,1
nm1767717,nm0129865,1
nm1767717,nm2567388,1
nm1767717,nm1465666,1
nm0129865,nm2567388,1
nm0129865,nm1465666,1
nm2567388,nm1465666,1
nm0001594,nm0001641,1
nm0001641,nm4296971,1
nm0001641,nm4098287,1
nm0001641,nm5443254,1
nm0001641,nm2797744,1
nm1822282,nm2381331,1
nm1822282,nm4462250,1
nm2381331,nm4462250,1
nm0037019,nm4787925,1
nm0037019,nm0154222,1
nm0037019,nm6093848,1
nm0037019,nm4113243,1
nm4787925,nm0154222,1
nm4787925,nm14076870,1
nm4787925,nm5241810,1
nm4787925,nm14452692,1
nm11419189,nm9973474,1
nm11419189,nm1525426,1
nm11419189,nm2415266,1
nm11419189,nm5695632,1
nm11419189,nm9132998,1
nm9973474,nm1525426,1
nm7188414,nm4026222,1
nm7188414,nm6077431,1
nm6855186,nm1076138,1
nm6855186,nm12039857,1
nm6855186,nm5801924,1
nm1076138,nm12039857,1
nm1076138,nm5801924,1
nm12039857,nm5801924,1
nm2590330,nm4143170,1
nm2590330,nm13540422,1
nm4143170,nm13540422,1
nm0328223,nm2172012,1
nm0328223,nm4782751,1
nm2172012,nm4782751,1
nm2915105,nm0944464,1
nm2915105,nm1264535,1
nm2915105,nm5576925,1
nm11902299,nm13540990,1
nm11902299,nm9433464,1
nm11902299,nm10702723,1
nm13540990,nm9433464,1
nm13540990,nm10702723,1
nm9433464,nm10702723,1
nm10980315,nm14653037,1
nm10980315,nm13541603,1
nm10980315,nm5152889,1
nm14653037,nm13541603,1
nm14653037,nm5152889,1
nm13541603,nm5152889,1
nm13992940,nm13543081,1
nm13992940,nm13543080,1
nm13992940,nm2616868,1
nm13992940,nm13290686,1
nm13992940,nm13223310,1
nm13992940,nm5382136,1
nm13992940,nm4646761,1
nm13992940,nm12805598,1
nm13992940,nm13227876,1
nm13992940,nm11326193,1
nm13992940,nm11054768,1
nm13543081,nm13543080,1
nm13543081,nm2616868,1
nm13543081,nm13290686,1
nm13543081,nm13223310,1
nm13543080,nm2616868,1
nm13543080,nm13290686,1
nm13543080,nm13223310,1
nm2616868,nm13290686,1
nm2616868,nm13223310,1
nm13290686,nm13223310,1
nm8746190,nm10669949,1
nm13545438,nm13545437,1
nm13545438,nm13545439,1
nm13545437,nm13545439,1
nm0001879,nm2116006,1
nm0001879,nm4554428,1
nm0001879,nm0334561,1
nm0001879,nm6632190,1
nm0001879,nm3422247,1
nm0001879,nm0569295,1
nm2116006,nm4554428,1
nm2116006,nm0334561,1
nm4554428,nm0334561,1
nm4554428,nm2298016,1
nm4554428,nm3240564,1
nm4554428,nm6140768,1
nm5237479,nm0272252,1
nm1049613,nm0019133,1
nm1049613,nm5457566,1
nm1049613,nm7107953,1
nm0019133,nm5457566,1
nm0019133,nm7107953,1
nm5457566,nm7107953,1
nm13802072,nm13379655,1
nm9736979,nm8050125,1
nm7936196,nm12360843,1
nm3538539,nm0234668,1
nm13554617,nm13554616,1
nm13554617,nm12860660,1
nm13554617,nm8110559,1
nm13554616,nm12860660,1
nm13554616,nm8110559,1
nm12860660,nm8110559,1
nm0155618,nm0304729,1
nm1828938,nm2377131,1
nm1828938,nm3035650,1
nm1828938,nm1525011,1
nm1828938,nm1621729,1
nm2377131,nm3035650,1
nm2377131,nm1525011,1
nm2377131,nm1621729,1
nm3035650,nm1525011,1
nm3035650,nm1621729,1
nm1525011,nm1621729,1
nm9560188,nm2425610,1
nm9560188,nm1640392,1
nm9560188,nm4888313,1
nm2425610,nm1640392,1
nm2425610,nm4888313,1
nm1640392,nm4888313,1
nm3358233,nm2834250,1
nm3358233,nm3047195,1
nm4480155,nm4479297,1
nm4480155,nm4479651,1
nm4480155,nm4479761,1
nm4479297,nm4479651,1
nm4479297,nm4479761,1
nm4479651,nm4479761,1
nm3838884,nm5643878,1
nm3838884,nm9457418,1
nm5643878,nm9457418,1
nm13567872,nm9522541,1
nm13567872,nm14273127,1
nm13567872,nm13563016,1
nm9522541,nm14273127,1
nm9522541,nm13563016,1
nm14273127,nm13563016,1
nm3976983,nm3046752,1
nm3046752,nm2761116,1
nm3046752,nm2829969,1
nm13185226,nm4437813,1
nm13185226,nm5839531,1
nm4437813,nm5839531,1
nm4437813,nm14747720,1
nm4437813,nm14747551,1
nm4437813,nm14748877,1
nm4437813,nm14747552,1
nm4437813,nm12630919,1
nm4271336,nm5735148,1
nm4271336,nm7447307,1
nm4271336,nm5277107,1
nm4271336,nm1727825,1
nm4271336,nm0904967,1
nm0231436,nm0000546,1
nm0231436,nm0667999,1
nm13570263,nm13570264,1
nm13570263,nm12527838,1
nm13570263,nm13570265,1
nm13570264,nm12527838,1
nm13570264,nm13570265,1
nm12527838,nm13570265,1
nm4167785,nm13568797,1
nm3902885,nm8152835,1
nm3902885,nm0783879,1
nm3902885,nm0199047,1
nm3902885,nm0002010,1
nm8152835,nm0783879,1
nm0223606,nm0659156,1
nm0223606,nm4808460,1
nm0223606,nm7508187,1
nm0223606,nm0796513,1
nm0052329,nm1978417,1
nm13571661,nm6866403,1
nm13571661,nm2394794,1
nm6866403,nm2394794,1
nm2394794,nm0462712,1
nm2394794,nm0168262,1
nm2394794,nm3872230,1
nm0005125,nm10002747,1
nm0005125,nm13798094,1
nm0005125,nm12149834,1
nm0828353,nm1720103,1
nm0828353,nm3896412,1
nm0828353,nm6108840,1
nm1720103,nm3896412,1
nm1720103,nm6108840,1
nm3896412,nm6108840,1
nm2578341,nm2995617,1
nm2578341,nm1283451,1
nm2578341,nm1296109,1
nm2995617,nm1283451,1
nm2995617,nm1296109,1
nm1283451,nm1296109,1
nm13437620,nm4502329,1
nm13437620,nm4502505,1
nm13437620,nm4502321,1
nm13437620,nm4503026,1
nm13437620,nm9567585,1
nm13437620,nm10230993,1
nm13437620,nm0140060,1
nm13437620,nm13437621,1
nm4502329,nm4502505,1
nm4502329,nm4502321,1
nm4502329,nm4503026,1
nm4502329,nm9567585,1
nm4502329,nm10230993,1
nm4502329,nm0140060,1
nm4502329,nm13437621,1
nm4502505,nm4502321,1
nm4502505,nm4503026,1
nm4502505,nm9567585,1
nm4502505,nm10230993,1
nm4502505,nm0140060,1
nm4502505,nm13437621,1
nm4502321,nm4503026,1
nm4502321,nm9567585,1
nm4502321,nm10230993,1
nm4502321,nm0140060,1
nm4502321,nm13437621,1
nm4503026,nm9567585,1
nm4503026,nm10230993,1
nm4503026,nm0140060,1
nm4503026,nm13437621,1
nm9567585,nm10230993,1
nm9567585,nm0140060,1
nm9567585,nm13437621,1
nm10230993,nm0140060,1
nm10230993,nm13437621,1
nm0140060,nm13437621,1
nm4569986,nm0797614,1
nm4569986,nm3850259,1
nm4569986,nm0433697,1
nm4569986,nm7624628,1
nm0797614,nm3850259,1
nm0797614,nm10588371,1
nm0797614,nm0350273,2
nm0797614,nm0959649,1
nm0797614,nm1155349,1
nm3850259,nm6778811,1
nm3850259,nm1465817,1
nm3850259,nm0781879,1
nm3850259,nm1719673,1
nm3850259,nm0590907,1
nm10489274,nm10791266,1
nm10489274,nm6502355,1
nm10791266,nm6502355,1
nm13570772,nm13570773,1
nm13570772,nm13570774,1
nm13570772,nm13570775,1
nm13570773,nm13570774,1
nm13570773,nm13570775,1
nm13570774,nm13570775,1
nm13571262,nm10942975,1
nm13571262,nm14268962,1
nm10942975,nm14268962,1
nm3067749,nm12557762,1
nm3067749,nm11145728,1
nm12557762,nm11145728,1
nm13570210,nm13590845,1
nm13570210,nm13570211,1
nm13570210,nm13570212,1
nm13590845,nm13570211,1
nm13590845,nm13570212,1
nm13570211,nm13570212,1
nm3864163,nm0131966,1
nm3864163,nm8467096,1
nm3864163,nm9300501,1
nm3864163,nm1740112,1
nm3864163,nm10546457,1
nm0524528,nm0773460,1
nm0524528,nm3312875,1
nm0524528,nm0133713,1
nm0773460,nm3312875,1
nm0916406,nm0101005,1
nm0916406,nm2179180,1
nm0916406,nm0141710,1
nm0916406,nm0028625,1
nm0916406,nm6646183,1
nm0916406,nm2501633,1
nm0916406,nm5047403,1
nm0916406,nm3704942,1
nm14643698,nm14643699,1
nm14643698,nm14643700,1
nm14643698,nm14643701,1
nm14643699,nm14643700,1
nm14643699,nm14643701,1
nm14643700,nm14643701,1
nm7712763,nm6644173,1
nm7712763,nm1763472,1
nm7712763,nm3809279,1
nm7712763,nm5658322,1
nm7712763,nm10825302,1
nm6644173,nm1763472,1
nm6644173,nm3809279,1
nm6644173,nm5658322,1
nm6644173,nm10825302,1
nm1763472,nm3809279,1
nm1763472,nm5658322,1
nm1763472,nm10825302,1
nm3809279,nm5658322,1
nm3809279,nm10825302,1
nm5658322,nm10825302,1
nm3386861,nm4131894,1
nm0163988,nm0122846,1
nm0163988,nm2475161,1
nm0163988,nm8212878,1
nm2276657,nm3126571,1
nm2276657,nm2388090,1
nm3126571,nm2388090,1
nm3742179,nm3141662,1
nm3742179,nm4078024,1
nm3742179,nm3288597,1
nm3141662,nm4078024,1
nm3141662,nm3288597,1
nm4078024,nm3288597,1
nm3443150,nm14508813,1
nm3443150,nm12354481,1
nm3443150,nm14508795,1
nm3443150,nm14508794,1
nm14508813,nm12354481,1
nm14508813,nm14508795,1
nm14508813,nm14508794,1
nm12354481,nm14508795,1
nm12354481,nm14508794,1
nm12354481,nm2630208,1
nm12354481,nm2102293,1
nm14508795,nm14508794,1
nm6693723,nm14000940,1
nm13582632,nm13582633,1
nm13582632,nm13582634,1
nm13582633,nm13582634,1
nm1030267,nm7344222,1
nm1030267,nm11815823,1
nm1030267,nm1028580,1
nm1030267,nm1595196,1
nm1030267,nm3675322,1
nm1030267,nm9778778,1
nm1030267,nm6019624,1
nm1030267,nm6008762,1
nm1030267,nm3005270,1
nm1030267,nm5901827,1
nm7344222,nm11815823,1
nm7344222,nm1028580,1
nm11815823,nm1028580,1
nm1028580,nm11169860,1
nm1028580,nm7713754,1
nm1028580,nm3606690,1
nm1028580,nm1045777,1
nm1028580,nm2352559,1
nm1028580,nm3676100,1
nm2171898,nm0000429,1
nm2439111,nm0372366,1
nm2439111,nm0131966,1
nm0372366,nm0131966,1
nm0372366,nm6266674,1
nm0372366,nm3337639,1
nm0131966,nm8467096,1
nm0131966,nm9300501,1
nm0131966,nm10750217,1
nm0131966,nm2428245,1
nm1235558,nm1059148,1
nm1235558,nm6327190,1
nm1235558,nm1559465,1
nm1235558,nm4624041,1
nm1059148,nm1234414,1
nm1059148,nm1120328,1
nm1059148,nm3746857,1
nm1059148,nm2613190,1
nm1059148,nm3011544,1
nm1059148,nm8167695,1
nm1059148,nm10120018,1
nm1059148,nm6835617,1
nm1059148,nm10870913,1
nm5435135,nm13580166,1
nm5435135,nm5232400,1
nm5435135,nm13669595,1
nm13580166,nm5232400,1
nm13580166,nm13669595,1
nm5232400,nm13669595,1
nm13580193,nm10144829,1
nm13580193,nm10739338,1
nm13580193,nm3876068,1
nm10144829,nm10739338,1
nm10144829,nm3876068,1
nm10739338,nm3876068,1
nm9326902,nm9385378,1
nm9326902,nm14258091,1
nm9326902,nm1408936,1
nm9385378,nm14258091,1
nm9385378,nm1408936,1
nm14258091,nm1408936,1
nm2767780,nm0523821,1
nm2767780,nm2432160,1
nm2767780,nm0245612,1
nm0523821,nm2432160,1
nm0523821,nm0245612,1
nm2432160,nm0245612,1
nm2649738,nm13582495,1
nm2649738,nm2621963,1
nm2649738,nm1799359,1
nm2649738,nm2337478,1
nm13582495,nm2621963,1
nm13582495,nm1799359,1
nm13582495,nm2337478,1
nm2621963,nm1799359,1
nm2621963,nm2337478,1
nm1799359,nm2337478,1
nm4934471,nm4594726,1
nm4934471,nm4733247,1
nm4934471,nm0927251,1
nm4934471,nm6086480,1
nm4934471,nm8466651,1
nm4594726,nm4733247,1
nm10369628,nm3427510,1
nm0325221,nm0001954,1
nm5964115,nm0619056,1
nm5964115,nm12542644,1
nm5964115,nm10998143,1
nm5964115,nm12106665,1
nm5964115,nm6451506,1
nm0619056,nm12542644,1
nm0619056,nm10998143,1
nm0619056,nm12106665,1
nm0619056,nm6451506,1
nm12542644,nm10998143,1
nm12542644,nm12106665,1
nm12542644,nm6451506,1
nm10998143,nm12106665,1
nm10998143,nm6451506,1
nm12106665,nm6451506,1
nm2092917,nm0003817,1
nm1512166,nm3994407,1
nm1512166,nm0012523,1
