From,To,Strength
nm2719825,nm0388038,1
nm2719825,nm7887725,1
nm2719825,nm5093301,1
nm2719825,nm5444837,1
nm2719825,nm3594940,1
nm2976830,nm0388038,1
nm2976830,nm2527406,1
nm2976830,nm0669853,1
nm2976830,nm2405382,1
nm0388038,nm4667984,1
nm0388038,nm2345856,1
nm0388038,nm1502434,1
nm0388038,nm3170207,1
nm0388038,nm2941559,1
nm0388038,nm1130627,1
nm0388038,nm0089141,1
nm0388038,nm0005569,1
nm0388038,nm0771493,1
nm0388038,nm0682495,1
nm7435453,nm5687944,1
nm4714014,nm7370588,1
nm4714014,nm2205858,1
nm4714014,nm0082052,1
nm7370588,nm2205858,1
nm7370588,nm0082052,1
nm2205858,nm0082052,1
nm2205858,nm0483576,1
nm2205858,nm2439852,1
nm2205858,nm3736993,1
nm0082052,nm7047915,1
nm0082052,nm7047916,1
nm0082052,nm1542362,1
nm9121761,nm6983144,1
nm9121761,nm1269983,1
nm9121761,nm5140869,1
nm9121761,nm2053085,1
nm9121761,nm2090422,1
nm9121761,nm0302330,1
nm9121761,nm6658398,1
nm9121761,nm7309485,1
nm6983144,nm1269983,1
nm6983144,nm5140869,1
nm1269983,nm5140869,1
nm0871393,nm0373997,1
nm0871393,nm7348673,1
nm0871393,nm6755556,1
nm0871393,nm2048731,1
nm0871393,nm1357477,1
nm0871393,nm10416539,1
nm0373997,nm7348673,1
nm0373997,nm6755556,1
nm7348673,nm6755556,1
nm6755556,nm4963608,1
nm6755556,nm4775978,1
nm6755556,nm9670502,1
nm10785192,nm10404430,1
nm10785192,nm8070724,1
nm10404430,nm8070724,1
nm1259084,nm7477070,1
nm1259084,nm10555480,1
nm1259084,nm7776567,1
nm1259084,nm1381801,1
nm1259084,nm11193493,1
nm1259084,nm0906226,1
nm1259084,nm3642592,1
nm1259084,nm7630834,1
nm1259084,nm5237591,2
nm1259084,nm3721534,1
nm1259084,nm0788903,1
nm1259084,nm14190201,1
nm1259084,nm0913097,1
nm1259084,nm4043119,1
nm1259084,nm0419741,1
nm1259084,nm7665715,1
nm1259084,nm1098982,1
nm1259084,nm1017494,1
nm1259084,nm11262339,1
nm1259084,nm8592143,1
nm1259084,nm1018224,1
nm1259084,nm4495174,1
nm1259084,nm7630836,1
nm1259084,nm7603070,1
nm1259084,nm5078213,1
nm1259084,nm10254650,1
nm1259084,nm7855310,1
nm1259084,nm6350620,1
nm1259084,nm2772765,1
nm7477070,nm10555480,1
nm7477070,nm7776567,1
nm10555480,nm7776567,1
nm10555480,nm10466609,1
nm10555480,nm4567542,1
nm7776567,nm8614457,1
nm7776567,nm7630836,1
nm7776567,nm13088125,1
nm7776567,nm3864619,1
nm7776567,nm10097883,1
nm7776567,nm7132517,1
nm7776567,nm11370607,1
nm7776567,nm8169231,1
nm8129031,nm8047212,1
nm2465485,nm0750310,1
nm2465485,nm6718680,1
nm2465485,nm7790000,1
nm2465485,nm3046228,2
nm2465485,nm1347859,2
nm2465485,nm9954835,1
nm2465485,nm4129626,1
nm2465485,nm3250181,1
nm2465485,nm6674096,1
nm2465485,nm2949570,1
nm2465485,nm4909093,1
nm2465485,nm10988276,1
nm2465485,nm3188275,1
nm0750310,nm6718680,1
nm0750310,nm7790000,1
nm6718680,nm7790000,1
nm3403833,nm2339975,1
nm3403833,nm9311474,1
nm3403833,nm1118621,1
nm3403833,nm5077687,1
nm3403833,nm1041146,1
nm2339975,nm9311474,1
nm2339975,nm1118621,1
nm2339975,nm5077687,1
nm2339975,nm1041146,1
nm2339975,nm2584860,1
nm2339975,nm7270573,1
nm2339975,nm0359197,1
nm2339975,nm1714968,1
nm9311474,nm1118621,1
nm9311474,nm5077687,1
nm9311474,nm1041146,1
nm9311474,nm2584860,1
nm9311474,nm3081796,1
nm9311474,nm4534098,1
nm9311474,nm9940627,1
nm1118621,nm5077687,1
nm1118621,nm1041146,1
nm5077687,nm1041146,1
nm5077687,nm7676537,1
nm5077687,nm7441315,1
nm5077687,nm0812555,1
nm5077687,nm0407507,1
nm5077687,nm1020006,1
nm5077687,nm3768644,1
nm5077687,nm4917074,1
nm5077687,nm4354950,1
nm5077687,nm9853797,1
nm5077687,nm4227051,1
nm5077687,nm9273705,1
nm5077687,nm2412066,1
nm5077687,nm8486844,1
nm5077687,nm6223574,1
nm1041146,nm1753862,1
nm1041146,nm8981755,1
nm1041146,nm3825915,1
nm1041146,nm5364609,1
nm1041146,nm3641180,1
nm1041146,nm8589353,1
nm1041146,nm4746399,1
nm1041146,nm3780600,1
nm1041146,nm5289372,1
nm1041146,nm2156349,1
nm1041146,nm4889121,1
nm1041146,nm3796933,1
nm1041146,nm11661900,1
nm1041146,nm6019545,1
nm1041146,nm3743419,1
nm10787744,nm3190972,1
nm3190972,nm4992002,2
nm3190972,nm0438632,1
nm3190972,nm3170495,2
nm3190972,nm0747172,1
nm3190972,nm3888054,1
nm4825590,nm6731555,1
nm4825590,nm2141223,1
nm6731555,nm2141223,1
nm5465692,nm1465444,1
nm5465692,nm10899733,1
nm5465692,nm5939214,1
nm5465692,nm7205423,1
nm5465692,nm4737131,1
nm5465692,nm9045615,1
nm5465692,nm10431504,1
nm5465692,nm1001625,1
nm5465692,nm4921399,1
nm5465692,nm1335704,2
nm5465692,nm6643390,1
nm5465692,nm5584853,1
nm5465692,nm1388202,1
nm5465692,nm7733137,1
nm5465692,nm12731770,1
nm5465692,nm1434372,2
nm5465692,nm4425773,1
nm5465692,nm6916464,1
nm5465692,nm1792604,1
nm5465692,nm1431772,1
nm5465692,nm13317820,1
nm5465692,nm7075397,1
nm5465692,nm1122924,1
nm5465692,nm10251235,1
nm5465692,nm6440625,1
nm5465692,nm11635144,1
nm5465692,nm8837262,1
nm5465692,nm3826010,1
nm5465692,nm10899735,1
nm5465692,nm4879251,1
nm5465692,nm7977184,1
nm5465692,nm7463068,1
nm5465692,nm4920900,1
nm5465692,nm11618001,1
nm5465692,nm9355289,1
nm1465444,nm10899733,1
nm1465444,nm5584853,1
nm1465444,nm3898762,1
nm1465444,nm0415538,2
nm1465444,nm11254148,1
nm1465444,nm9025544,1
nm1465444,nm1004639,1
nm1465444,nm1184326,1
nm10899733,nm10464357,3
nm10899733,nm9503553,1
nm10899733,nm0882219,1
nm10899733,nm5573564,1
nm10899733,nm1434372,2
nm10899733,nm3175230,1
nm10899733,nm10811185,1
nm10899733,nm7561226,1
nm10899733,nm7473958,1
nm10899733,nm9212366,1
nm10899733,nm9212368,1
nm10899733,nm10251235,1
nm10899733,nm13684159,1
nm10899733,nm13252834,1
nm10899733,nm14603123,1
nm10899733,nm7751841,1
nm10899733,nm12715882,1
nm0000092,nm6081322,1
nm0000092,nm6812060,1
nm0000092,nm1279721,1
nm0000092,nm0799777,1
nm0000092,nm1812523,1
nm0000092,nm0001288,1
nm0000092,nm0000167,1
nm0000092,nm4032297,1
nm0000092,nm9865565,1
nm0000092,nm1146783,1
nm0000092,nm4080531,1
nm0428065,nm0654648,1
nm0428065,nm11032545,1
nm0428065,nm0396558,1
nm0428065,nm0177396,1
nm0428065,nm1660027,1
nm0428065,nm2309517,1
nm0428065,nm3404934,1
nm0428065,nm1527905,1
nm0428065,nm1032473,1
nm0428065,nm0636637,1
nm0428065,nm0001641,1
nm0428065,nm4496875,1
nm0428065,nm1978694,1
nm0428065,nm4350114,1
nm0428065,nm6240141,1
nm0428065,nm6484968,1
nm0428065,nm0001832,1
nm0428065,nm2797744,1
nm0654648,nm11032545,1
nm0654648,nm6807858,1
nm0654648,nm4043618,1
nm0654648,nm0117709,1
nm0654648,nm0932112,1
nm0654648,nm4977564,1
nm0654648,nm5397459,1
nm0654648,nm6403233,1
nm3695624,nm0036651,1
nm3695624,nm1269723,1
nm3695624,nm0547800,1
nm0036651,nm1269723,1
nm0036651,nm0547800,1
nm0036651,nm3718007,1
nm0036651,nm8629338,1
nm0036651,nm1726032,1
nm1269723,nm0547800,1
nm1269723,nm1169428,1
nm1269723,nm7084095,1
nm5669060,nm3392688,1
nm5669060,nm7428212,1
nm5669060,nm6538371,1
nm5669060,nm3359025,1
nm5669060,nm0244900,1
nm5669060,nm5450663,1
nm5669060,nm5669431,1
nm5669060,nm5668649,1
nm3392688,nm7428212,3
nm3392688,nm6538371,1
nm3392688,nm3359800,1
nm3392688,nm3368667,1
nm3392688,nm1384413,1
nm3392688,nm3533508,4
nm3392688,nm0149837,1
nm3392688,nm1910815,1
nm3392688,nm3359025,2
nm3392688,nm2597881,1
nm3392688,nm3372981,1
nm3392688,nm0244900,4
nm3392688,nm6363843,1
nm3392688,nm3374672,1
nm3392688,nm3373988,1
nm3392688,nm4945921,1
nm3392688,nm5450663,1
nm3392688,nm4110088,1
nm3392688,nm2270922,1
nm3392688,nm3415998,1
nm3392688,nm3437506,1
nm3392688,nm4838919,1
nm3392688,nm4829545,1
nm3392688,nm1907554,1
nm3392688,nm3391851,1
nm3392688,nm3368637,1
nm3392688,nm2371539,1
nm3392688,nm10058957,1
nm3392688,nm0154152,1
nm3392688,nm13853012,1
nm3392688,nm5010072,1
nm3392688,nm10734161,1
nm3392688,nm14240706,1
nm3392688,nm3436657,1
nm3392688,nm3684316,2
nm3392688,nm4117722,1
nm3392688,nm5011027,1
nm3392688,nm9277938,1
nm3392688,nm3380426,1
nm3392688,nm9941022,1
nm7428212,nm6538371,1
nm7428212,nm0244864,1
nm7428212,nm3368667,1
nm7428212,nm1910815,1
nm7428212,nm0149846,1
nm7428212,nm3359025,3
nm7428212,nm8780316,2
nm7428212,nm3372981,1
nm7428212,nm13995051,1
nm7428212,nm6369358,1
nm7428212,nm5034632,1
nm7428212,nm4383483,1
nm7428212,nm10189606,1
nm7428212,nm6363843,1
nm7428212,nm4110994,1
nm7428212,nm1408458,1
nm7428212,nm10791067,1
nm7428212,nm3374672,1
nm7428212,nm5447095,1
nm7428212,nm1387306,2
nm7428212,nm9818808,1
nm7428212,nm3386945,1
nm7428212,nm10527015,1
nm7428212,nm1137410,1
nm7428212,nm10339459,1
nm7428212,nm5065732,1
nm7428212,nm9255159,1
nm7428212,nm1902543,1
nm7428212,nm1907554,1
nm7428212,nm3354020,1
nm7428212,nm3368637,1
nm7428212,nm6693723,1
nm7428212,nm3388514,1
nm7428212,nm1289225,1
nm7428212,nm14000940,1
nm7428212,nm12920255,1
nm6538371,nm10820790,1
nm6538371,nm10820789,1
nm6538371,nm0149837,1
nm6538371,nm4910628,1
nm6538371,nm2394380,1
nm6538371,nm13648978,1
nm6538371,nm9119259,1
nm6538371,nm8970976,1
nm6538371,nm10558180,1
nm6538371,nm11251472,1
nm10035815,nm10792933,1
nm10035815,nm13661219,1
nm10035815,nm11620917,1
nm10792933,nm13661219,1
nm10792933,nm11620917,1
nm13661219,nm11620917,1
nm2217498,nm0348491,1
nm2217498,nm5913962,1
nm2217498,nm14809213,1
nm2217498,nm5744729,1
nm2217498,nm2410557,1
nm0348491,nm5856898,1
nm0348491,nm3245010,1
nm4712899,nm0379877,1
nm4712899,nm2174714,1
nm4712899,nm3043258,1
nm0379877,nm2174714,1
nm0379877,nm3043258,1
nm2174714,nm3043258,1
nm2174714,nm5096234,1
nm2174714,nm0378855,1
nm2174714,nm7078530,1
nm3359800,nm0244864,1
nm3359800,nm3368667,1
nm3359800,nm1910815,1
nm3359800,nm8609534,1
nm3359800,nm9796486,1
nm3359800,nm3529680,1
nm3359800,nm4868196,1
nm3359800,nm3359025,4
nm3359800,nm1702868,1
nm3359800,nm0244900,4
nm3359800,nm0154164,2
nm3359800,nm1778890,1
nm3359800,nm0765270,1
nm3359800,nm3366443,2
nm3359800,nm3359107,8
nm3359800,nm0149816,1
nm3359800,nm4110088,1
nm3359800,nm2270922,1
nm3359800,nm0304345,1
nm3359800,nm1738026,1
nm3359800,nm4910628,2
nm3359800,nm0159535,1
nm3359800,nm0657185,2
nm3359800,nm3360529,2
nm3359800,nm0612334,3
nm3359800,nm3379847,1
nm3359800,nm5016474,1
nm3359800,nm0212541,2
nm3359800,nm0746987,2
nm3359800,nm13064273,1
nm3359800,nm2371046,1
nm3359800,nm0593953,1
nm3359800,nm3370087,1
nm3359800,nm3519074,1
nm3359800,nm1223910,1
nm3359800,nm7534910,1
nm3359800,nm1421628,1
nm3359800,nm0080249,1
nm3359800,nm3385841,1
nm3359800,nm3213989,1
nm3359800,nm3414721,1
nm3359800,nm2593193,1
nm3359800,nm1248021,1
nm3359800,nm4465492,1
nm3359800,nm1276539,1
nm3359800,nm1137233,1
nm3359800,nm5691109,1
nm3359800,nm1441087,1
nm3359800,nm1388794,1
nm3359800,nm8830159,1
nm3359800,nm3369357,1
nm3359800,nm1838315,1
nm3359800,nm3360682,1
nm0244864,nm3368667,2
nm0244864,nm1702868,1
nm0244864,nm1137410,1
nm0244864,nm10339459,1
nm0244864,nm5065732,1
nm0244864,nm1425584,1
nm0244864,nm3437910,1
nm3368667,nm5190481,1
nm3368667,nm1910815,1
nm3368667,nm0244900,1
nm3368667,nm4521110,1
nm3368667,nm2270922,1
nm3368667,nm1137410,1
nm3368667,nm10339459,1
nm3368667,nm5065732,1
nm3368667,nm1385810,1
nm3368667,nm6832544,1
nm3368667,nm9277938,1
nm3368667,nm3380426,1
nm3368667,nm9941022,1
nm2940529,nm10794575,1
nm2940529,nm3601386,1
nm2940529,nm4486082,1
nm2940529,nm3749108,1
nm2940529,nm8850247,1
nm2940529,nm11889481,1
nm2940529,nm11324083,1
nm2940529,nm5295920,1
nm2940529,nm7494295,1
nm2940529,nm5295862,1
nm2940529,nm7256130,1
nm10794575,nm3601386,1
nm3601386,nm1961459,1
nm3601386,nm3807965,1
nm3601386,nm1421767,1
nm3601386,nm1512238,1
nm3601386,nm1350569,1
nm3601386,nm4031719,1
nm3601386,nm1297969,1
nm3601386,nm3578897,1
nm3414188,nm5294556,1
nm3414188,nm5194813,1
nm3414188,nm3164292,1
nm3414188,nm2319565,1
nm3414188,nm8488982,1
nm3414188,nm6682161,1
nm3414188,nm7850258,1
nm3414188,nm11203267,1
nm3414188,nm10994971,1
nm3414188,nm4015380,1
nm3414188,nm5896361,1
nm3414188,nm1711203,1
nm3414188,nm9366879,1
nm3414188,nm8179407,1
nm5294556,nm5194813,1
nm5294556,nm4521975,1
nm5294556,nm4792434,1
nm5294556,nm0754184,1
nm5294556,nm3766840,1
nm5294556,nm4753603,2
nm5294556,nm3807965,3
nm5294556,nm3749108,1
nm5294556,nm5626108,1
nm5294556,nm3223429,1
nm5294556,nm5408984,1
nm5294556,nm3684167,1
nm5294556,nm3606427,1
nm5294556,nm5199559,1
nm5294556,nm3383930,1
nm5294556,nm6123029,1
nm5294556,nm6178628,1
nm5294556,nm13423379,1
nm5294556,nm5296909,1
nm5294556,nm10146091,1
nm5294556,nm1332553,1
nm5294556,nm12314410,1
nm5294556,nm4015380,1
nm5294556,nm5992649,1
nm5294556,nm2281292,2
nm5294556,nm5036793,1
nm5294556,nm12062297,1
nm5294556,nm3611091,1
nm5294556,nm3835651,1
nm5294556,nm7121333,1
nm5294556,nm4254923,1
nm5294556,nm12456360,1
nm5294556,nm8493968,1
nm5294556,nm14980972,1
nm5294556,nm4556443,1
nm5294556,nm11536941,1
nm5294556,nm5598795,1
nm5194813,nm8468959,1
nm5194813,nm8128051,1
nm5194813,nm3597669,1
nm5194813,nm5724719,1
nm5194813,nm7146337,2
nm5194813,nm8752943,1
nm5194813,nm5249562,1
nm5194813,nm6663702,1
nm5194813,nm2699810,1
nm5194813,nm3210551,1
nm5194813,nm7202597,2
nm5194813,nm0534866,1
nm5194813,nm3761004,1
nm5194813,nm2129327,1
nm5194813,nm7855374,2
nm5194813,nm4861046,1
nm5194813,nm7947275,1
nm5194813,nm0992003,1
nm5194813,nm5654277,1
nm5194813,nm1277066,1
nm5194813,nm6213877,1
nm5194813,nm9952282,1
nm5194813,nm11720018,1
nm5194813,nm10093673,1
nm5194813,nm11023884,1
nm5194813,nm13242820,1
nm5194813,nm13168715,1
nm5194813,nm13168716,1
nm5194813,nm12932530,1
nm5194813,nm0467691,1
nm5194813,nm1022090,1
nm5194813,nm14366197,1
nm5194813,nm9366879,1
nm5194813,nm11869498,1
nm5194813,nm12874041,1
nm5194813,nm14019537,1
nm5194813,nm13761227,1
nm5194813,nm11327053,1
nm5194813,nm4591136,1
nm5194813,nm6487889,1
nm5194813,nm5686248,1
nm5194813,nm6787082,1
nm5194813,nm11327051,1
nm5194813,nm11327046,1
nm5194813,nm12429482,1
nm5194813,nm2179000,1
nm0320812,nm0455895,1
nm10155492,nm5196051,1
nm10155492,nm8015892,1
nm10155492,nm6946684,1
nm10155492,nm8050192,1
nm10155492,nm10438619,1
nm10155492,nm10832320,1
nm10155492,nm12198012,1
nm10155492,nm10924572,1
nm5196051,nm8015892,1
nm5196051,nm6946684,1
nm5196051,nm8050192,1
nm5196051,nm10438619,1
nm5196051,nm5187917,2
nm5196051,nm4454268,1
nm5196051,nm11836067,1
nm5196051,nm9453929,1
nm5196051,nm5822934,1
nm8015892,nm6946684,1
nm8015892,nm8050192,1
nm8015892,nm10438619,1
nm6946684,nm8050192,1
nm6946684,nm10438619,1
nm8050192,nm10438619,1
nm7023332,nm9756030,1
nm7023332,nm1403982,1
nm7023332,nm5042844,1
nm7023332,nm1583886,1
nm9756030,nm1403982,1
nm9756030,nm5042844,1
nm9756030,nm1583886,1
nm1403982,nm5042844,1
nm1403982,nm1583886,1
nm5042844,nm1583886,1
nm9357126,nm0015473,1
nm9357126,nm4470917,1
nm9357126,nm3591236,1
nm0015473,nm4470917,1
nm0015473,nm3591236,1
nm4470917,nm3591236,1
nm3591236,nm1792652,1
nm3591236,nm6082230,1
nm3591236,nm9972198,1
nm3591236,nm7901046,1
nm3591236,nm5933467,1
nm3591236,nm2290469,1
nm3591236,nm2288356,1
nm10464357,nm9503553,1
nm10464357,nm6017002,1
nm10464357,nm4028151,1
nm10464357,nm9721990,1
nm10464357,nm1729382,1
nm10464357,nm1434372,1
nm10464357,nm5166292,1
nm10464357,nm7473958,1
nm10464357,nm6098360,1
nm10464357,nm9212368,1
nm10464357,nm13684159,1
nm10464357,nm5626435,1
nm10464357,nm13252834,1
nm10464357,nm10999429,1
nm10464357,nm8223791,1
nm9503553,nm4028151,1
nm9503553,nm1539788,1
nm9503553,nm14527108,1
nm9503553,nm1892316,1
nm9503553,nm1335387,1
nm9503553,nm12944814,1
nm9503553,nm11861203,1
nm9503553,nm0558593,1
nm9503553,nm9209146,1
nm9503553,nm11137285,1
nm9503553,nm10310964,1
nm9503553,nm12998936,1
nm9503553,nm9623758,1
nm9503553,nm13061046,1
nm9503553,nm1797498,1
nm9503553,nm5576887,1
nm9503553,nm10352906,1
nm9503553,nm9628021,1
nm8740731,nm4758002,2
nm8740731,nm1227718,1
nm8740731,nm8955969,1
nm8740731,nm11671012,1
nm8740731,nm7465869,1
nm8740731,nm1679254,1
nm8740731,nm0710046,1
nm8740731,nm10180646,1
nm8740731,nm8780015,1
nm8740731,nm10603021,1
nm8740731,nm3596677,1
nm8740731,nm4790327,1
nm8740731,nm10688331,1
nm4758002,nm1227718,1
nm4758002,nm8955969,1
nm4758002,nm11671012,1
nm4758002,nm7465869,1
nm4758002,nm1679254,1
nm4758002,nm11291660,1
nm4758002,nm11291651,1
nm4758002,nm11291657,1
nm4758002,nm11280399,1
nm4758002,nm11291658,1
nm4758002,nm11291653,1
nm4758002,nm11291661,1
nm4758002,nm2533953,1
nm4758002,nm3837488,1
nm4758002,nm5992649,1
nm4758002,nm9783509,1
nm4758002,nm13306985,1
nm4758002,nm4776159,1
nm4758002,nm7379019,1
nm4758002,nm10653793,1
nm4758002,nm10180646,1
nm4758002,nm8780015,1
nm4758002,nm10603021,1
nm4758002,nm3596677,1
nm4758002,nm4790327,1
nm4758002,nm13064865,1
nm4758002,nm12905557,1
nm4758002,nm14325194,1
nm4758002,nm11078250,1
nm1227718,nm8955969,1
nm1227718,nm11671012,1
nm1227718,nm7465869,1
nm1227718,nm1679254,1
nm1227718,nm9135703,1
nm1227718,nm1127629,1
nm1227718,nm8898786,1
nm1227718,nm5724719,3
nm1227718,nm3462447,1
nm1227718,nm4401889,1
nm1227718,nm10157177,1
nm1227718,nm5726601,2
nm1227718,nm7894439,1
nm1227718,nm8174344,1
nm1227718,nm1728487,1
nm1227718,nm3910563,1
nm1227718,nm3964131,1
nm1227718,nm5726603,1
nm1227718,nm6142895,1
nm1227718,nm0710046,1
nm1227718,nm10697694,1
nm1227718,nm8857455,1
nm1227718,nm5875121,1
nm1227718,nm8566298,1
nm8955969,nm11671012,1
nm8955969,nm7465869,1
nm8955969,nm1679254,1
nm8955969,nm13631130,1
nm8955969,nm11739510,1
nm8955969,nm14753357,1
nm11671012,nm7465869,1
nm11671012,nm1679254,1
nm7465869,nm1679254,1
nm7465869,nm5798437,1
nm7465869,nm11142564,1
nm7465869,nm7648955,1
nm7465869,nm10538040,1
nm7465869,nm12126891,1
nm7465869,nm12064158,1
nm7465869,nm13699843,1
nm7465869,nm9329452,1
nm7465869,nm7012393,1
nm7465869,nm14174263,1
nm7465869,nm11753810,1
nm7465869,nm10337621,1
nm7465869,nm14568363,1
nm1679254,nm5232139,1
nm1679254,nm3131753,1
nm1679254,nm8898786,1
nm1679254,nm5561908,1
nm1679254,nm5724719,1
nm1679254,nm3912079,1
nm1679254,nm7216594,1
nm1679254,nm5964116,1
nm1679254,nm5672764,1
nm1679254,nm6513615,1
nm1679254,nm8955419,1
nm1679254,nm4710376,1
nm1679254,nm8264091,1
nm1679254,nm3462447,1
nm1679254,nm4114567,1
nm1679254,nm2655931,1
nm1679254,nm2782609,2
nm1679254,nm5796361,1
nm1679254,nm8810169,1
nm1679254,nm11753809,1
nm1679254,nm8255073,1
nm1679254,nm6765392,1
nm1679254,nm11684443,1
nm1679254,nm4980806,1
nm1679254,nm6602824,1
nm1679254,nm2591768,1
nm1679254,nm12558265,1
nm1679254,nm12558420,1
nm1679254,nm8531721,1
nm1679254,nm12799862,1
nm1679254,nm5674359,1
nm1679254,nm9334746,2
nm1679254,nm4167785,1
nm1679254,nm13568797,1
nm1679254,nm1552036,1
nm1679254,nm13622381,1
nm1679254,nm9329452,1
nm1679254,nm11647734,1
nm1679254,nm10376710,1
nm1679254,nm7181901,1
nm1679254,nm14907011,1
nm1679254,nm5702880,1
nm1679254,nm4857783,1
nm1679254,nm6911557,1
nm1679254,nm7242369,1
nm1679254,nm9432854,1
nm1679254,nm9876177,1
nm1679254,nm8171541,1
nm4726634,nm9209960,1
nm4726634,nm5879880,1
nm4726634,nm2030779,1
nm4726634,nm0001828,1
nm4726634,nm1559927,1
nm4726634,nm4114489,1
nm4726634,nm0819850,1
nm4726634,nm1851981,1
nm4726634,nm4977122,1
nm4726634,nm0635846,1
nm4726634,nm2794962,1
nm4726634,nm4296357,1
nm4726634,nm3042755,1
nm4726634,nm1934618,1
nm4726634,nm2747803,1
nm4726634,nm1269329,1
nm4726634,nm0539651,1
nm4726634,nm5896355,1
nm4726634,nm4088627,1
nm4726634,nm0000405,1
nm4726634,nm2554997,1
nm9209960,nm5879880,1
nm5879880,nm2614237,1
nm5879880,nm3121384,1
nm5879880,nm1487670,1
nm10799726,nm8904192,1
nm10799726,nm5369429,1
nm10799726,nm6789632,1
nm10799726,nm8451596,1
nm10799726,nm4736837,1
nm10799726,nm14366250,1
nm10799726,nm12106666,1
nm10799726,nm9907816,1
nm10799726,nm11393929,1
nm10799726,nm4991185,1
nm10799726,nm8803688,1
nm8904192,nm5369429,2
nm8904192,nm6789632,1
nm8904192,nm9435424,1
nm8904192,nm12294533,1
nm8904192,nm4716530,1
nm5369429,nm6789632,1
nm5369429,nm9350574,1
nm5369429,nm4792434,1
nm5369429,nm0754184,1
nm5369429,nm3163817,2
nm5369429,nm3164292,1
nm5369429,nm5637317,1
nm5369429,nm6040987,2
nm5369429,nm8995909,1
nm5369429,nm4224187,1
nm5369429,nm2908893,1
nm5369429,nm5573352,1
nm5369429,nm5626108,1
nm5369429,nm4446366,1
nm5369429,nm3977708,1
nm5369429,nm10100195,1
nm5369429,nm11804870,1
nm5369429,nm9728700,1
nm5369429,nm6064238,1
nm5369429,nm3684167,1
nm5369429,nm1617813,1
nm5369429,nm5180541,1
nm5369429,nm7050679,1
nm5369429,nm3606427,1
nm5369429,nm2463487,1
nm5369429,nm7020181,1
nm5369429,nm4861046,1
nm5369429,nm6066731,1
nm5369429,nm11083013,2
nm5369429,nm4573920,1
nm5369429,nm6019263,2
nm5369429,nm9164560,1
nm5369429,nm13138877,1
nm5369429,nm4082417,1
nm5369429,nm2286006,1
nm5369429,nm2536215,1
nm5369429,nm7559687,1
nm5369429,nm1688033,1
nm5369429,nm8456405,1
nm5369429,nm4941643,1
nm5369429,nm4935635,1
nm5369429,nm4276346,1
nm5369429,nm5804704,1
nm5369429,nm3605032,1
nm5369429,nm8111864,1
nm5369429,nm7114114,1
nm5369429,nm9444608,1
nm0000240,nm0000162,1
nm0000240,nm8159701,1
nm0000240,nm10622265,1
nm0000240,nm9840989,1
nm0000240,nm0672413,1
nm0000162,nm8159701,1
nm0000162,nm10622265,1
nm0000162,nm1842974,1
nm0000162,nm0378245,1
nm0000162,nm0891895,1
nm0000162,nm0440229,1
nm0000162,nm3515425,1
nm0000162,nm1959501,1
nm8159701,nm10622265,1
nm8159701,nm8467055,1
nm8159701,nm2301427,1
nm8159701,nm4402890,1
nm1546398,nm4904601,1
nm1546398,nm0927833,1
nm1546398,nm4673595,1
nm4904601,nm0927833,1
nm4904601,nm4673595,1
nm0927833,nm4673595,1
nm4673595,nm4484899,1
nm4673595,nm0822559,1
nm4673595,nm1583973,1
nm12274349,nm0474911,1
nm12274349,nm4376717,1
nm12274349,nm1201151,1
nm0474911,nm4376717,1
nm0474911,nm1201151,1
nm0474911,nm3713653,1
nm4376717,nm1201151,1
nm4376717,nm3865589,1
nm4376717,nm3665336,1
nm4376717,nm3474220,1
nm4376717,nm4858742,1
nm1201151,nm3823216,1
nm1201151,nm12920993,1
nm1201151,nm0710211,1
nm1201151,nm3941445,1
nm1201151,nm1430018,1
nm1201151,nm12748124,1
nm1201151,nm7480082,1
nm1201151,nm6199206,1
nm0159068,nm3012273,1
nm0159068,nm0560205,1
nm0159068,nm1032698,1
nm3012273,nm0560205,1
nm3012273,nm1032698,1
nm3012273,nm1292661,1
nm3012273,nm4683167,1
nm3012273,nm0626259,1
nm3012273,nm8380208,1
nm3012273,nm3332164,1
nm3012273,nm6082632,1
nm3012273,nm8206160,1
nm3012273,nm1383586,1
nm3012273,nm0579460,1
nm0560205,nm1032698,1
nm11740293,nm11437439,1
nm11740293,nm0374481,1
nm11740293,nm2908839,1
nm11437439,nm0374481,1
nm11437439,nm2908839,1
nm0374481,nm2908839,1
nm1614515,nm4852914,1
nm1614515,nm3575147,1
nm1614515,nm7561837,1
nm1614515,nm3936027,1
nm1614515,nm6188164,1
nm1614515,nm7271166,1
nm4852914,nm3575147,1
nm4852914,nm7561837,1
nm4852914,nm2983527,1
nm4852914,nm4852977,1
nm4852914,nm11052958,1
nm4852914,nm4852679,1
nm4852914,nm0430803,1
nm4852914,nm4934903,1
nm4852914,nm12324516,1
nm4852914,nm5979059,1
nm4852914,nm6645314,1
nm4852914,nm1389535,1
nm4852914,nm1178147,1
nm4852914,nm4853105,1
nm4852914,nm6313315,1
nm4852914,nm1866391,1
nm4852914,nm2961560,1
nm4852914,nm5891034,1
nm4852914,nm6768723,1
nm4852914,nm0219946,1
nm4852914,nm13508419,1
nm4852914,nm10340095,1
nm3575147,nm7561837,1
nm3575147,nm7444999,1
nm3575147,nm2847166,1
nm3575147,nm3769091,1
nm3575147,nm0419741,1
nm3575147,nm2983649,1
nm3575147,nm12517941,1
nm3575147,nm1389535,1
nm3575147,nm10583375,1
